SpecimenID,sample_id,batch,donor_mouse,genotype_label,depth_from_pia_microns,total_cortical_depth,L23_cell_depth,L23_total_thickness,L23_depth_normalized,postPatch_label,rna_amplification_call,marker_sum_norm,quality_score,contam_sum,contaminationType,SeuratMapping,SeuratMappingScore
936001075,PFS4_190830_702_A01,RSC-226,484067,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,137,857,32,247,0.129554656,nucleus_present,Pass,0.947718706,0.388728234,1.117600302,Astro,L2/3 IT VISp Rrad,0.992983627
947329508,P1S4_190916_003_A01,RSC-227,486247,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,202,803,98,200,0.49,nucleus_present,Fail,0.653140533,0.206638051,0.332610654,Macrophage,L2/3 IT VISp Rrad,0.462335005
947344218,P1S4_190916_004_A01,RSC-227,486247,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,274,803,176,217,0.811059908,nucleus_present,Pass,0.930363823,0.366870806,0.787165467,Macrophage,L2/3 IT VISp Agmat,0.655281218
947496055,PAS4_190916_454_A01,RSC-227,486248,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,226,875,106,200,0.53,nucleus_present,Pass,0.962335286,0.400478707,0.552601786,Macrophage,L2/3 IT VISp Agmat,0.71571015
950034792,PAS4_190919_452_A01,RSC-228,486249,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,214,791,85,196,0.433673469,nucleus_present,Pass,1.04097935,0.411342541,0.93053548,Macrophage,L2/3 IT VISp Rrad,0.781779184
950075297,P1S4_190919_003_A01,RSC-228,486249,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,200,837,78,207,0.376811594,nucleus_present,Pass,0.837280864,0.43344644,0.300759623,Endo,L2/3 IT VISp Rrad,0.412077266
951525974,P8S4_190920_352_A01,RSC-228,486797,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,202,808,95,174,0.545977011,nucleus_present,Pass,0.961071156,0.476573926,0.180607578,Astro,L2/3 IT VISp Agmat,0.7606285
951555639,P8S4_190920_353_A01,RSC-228,486797,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,192,808,125,201,0.621890547,nucleus_present,Pass,0.775409064,0.395651593,0.422566419,Astro,L2/3 IT VISp Agmat,0.632308661
952669499,PFS4_190923_701_A01,RSC-228,488439,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,230,794,148,191,0.77486911,nucleus_present,Pass,1.144997149,0.392368796,0.696818812,Macrophage,L2/3 IT VISp Agmat,0.571678275
954032889,P1S4_190924_002_A01,RSC-228,488440,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,198,785,100,199,0.502512563,nucleus_present,Pass,0.920345196,0.414423708,0.481204154,Astro,L2/3 IT VISp Agmat,0.490482251
954045943,PAS4_190924_451_A01,RSC-228,488440,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,316,906,183,202,0.905940594,nucleus_present,Pass,0.983108651,0.452246252,0.556333166,Macrophage,L2/3 IT VISp Agmat,0.625814984
954060770,P1S4_190924_003_A01,RSC-228,488440,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,261,807,186,195,0.953846154,nucleus_present,Pass,0.942615177,0.329051476,1.141608315,Macrophage,L2/3 IT VISp Rrad,0.867956861
954066469,PFS4_190924_703_A01,RSC-228,488440,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,242,859,144,196,0.734693878,nucleus_present,Pass,1.021546186,0.477968466,0.563413701,Astro,L2/3 IT VISp Rrad,0.52594436
955993945,P8S4_190926_351_A01,RSC-228,488441,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,265,866,187,200,0.935,nucleus_present,Pass,0.968594241,0.40053231,0.426470505,Macrophage,L2/3 IT VISp Rrad,0.851414496
956084807,PFS4_190926_702_A01,RSC-228,488441,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,303,845,210,230,0.913043478,nucleus_present,Pass,0.984140734,0.411276778,0.553214485,Astro,L2/3 IT VISp Agmat,0.502760602
956571115,P8S4_190926_357_A01,RSC-228,488847,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,229,773,151,185,0.816216216,nucleus_present,Pass,1.136368818,0.502212817,0.428532844,Astro,L2/3 IT VISp Agmat,0.599885619
956585158,PFS4_190926_706_A01,RSC-228,488847,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,242,776,153,202,0.757425743,nucleus_present,Pass,1.048991614,0.335597316,1.061266648,Macrophage,L2/3 IT VISp Agmat,0.813675652
962212550,P1S4_191007_002_A01,RSC-229,491001,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,116,795,40,208,0.192307692,nucleus_present,Pass,0.658291229,0.388829536,0.203718089,Astro,L2/3 IT VISp Adamts2,0.822023118
962285560,P8S4_191007_354_A01,RSC-229,491001,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,99,865,31,184,0.168478261,nucleus_present,Pass,1.002144922,0.31124839,1.496650891,Macrophage,L2/3 IT VISp Agmat,0.541990521
962291960,PAS4_191007_457_A01,RSC-229,491001,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,157,822,56,211,0.265402844,nucleus_present,Pass,1.060090674,0.446352435,1.058732165,Macrophage,L2/3 IT VISp Rrad,0.670512889
962318687,PAS4_191007_458_A01,RSC-229,491001,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,121,822,38,211,0.180094787,nucleus_present,Fail,0.489706741,0.23363044,0.438537022,Macrophage,L2/3 IT VISp Agmat,0.296035545
962355052,PFS4_191007_704_A01,RSC-229,491001,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,186,852,82,217,0.377880184,nucleus_present,Pass,0.881730898,0.406525587,0.771520563,Astro,L2/3 IT VISp Agmat,0.698932849
962821095,PFS4_191007_703_A01,RSC-229,491001,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,177,865,95,263,0.36121673,nucleus_present,Pass,0.950089852,0.475423587,0.601219473,Peri,L2/3 IT VISp Agmat,0.674892673
962991503,PFS4_191008_701_A01,RSC-229,490922,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,180,836,88,183,0.480874317,nucleus_present,Pass,0.9911933,0.403551094,0.897930526,Astro,L2/3 IT VISp Rrad,0.737991001
963019667,PES4_191008_651_A01,RSC-229,490922,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,176,843,91,248,0.366935484,nucleus_present,Pass,0.980772414,0.429817883,0.446203764,Macrophage,L2/3 IT VISp Rrad,0.697883264
963055521,PES4_191008_652_A01,RSC-229,490922,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,225,843,139,248,0.560483871,nucleus_present,Pass,0.917336525,0.41965064,0.459361712,Macrophage,L2/3 IT VISp Agmat,0.747518495
963063283,PFS4_191008_702_A01,RSC-229,490922,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,226,813,139,199,0.698492462,nucleus_present,Pass,1.001395021,0.472572203,0.444351195,Astro,L2/3 IT VISp Agmat,0.685867583
963190732,PAS4_191008_454_A01,RSC-229,491006,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,209,922,116,290,0.4,nucleus_present,Pass,1.012490057,0.455318397,0.503535922,Astro,L2/3 IT VISp Rrad,0.533416902
964019012,PES4_191008_653_A01,RSC-229,491006,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,191,896,99,237,0.417721519,nucleus_present,Pass,0.928521172,0.234197853,1.311708292,Macrophage,L2/3 IT VISp Agmat,0.727507907
