,0
16744,LOC101927278
16745,LOC101927280
16746,LOC101927281
16747,LOC101927282
16748,LOC101927283
16749,LOC101927284
16750,LOC101927285
16751,LOC101927286
16752,LOC101927292
16753,LOC101927293
16754,LOC101927296
16755,LOC101927297
16756,LOC101927300
16757,LOC101927304
16758,LOC101927305
16759,LOC101927307
16760,LOC101927308
16761,LOC101927309
16762,LOC101927310
16763,LOC101927311
16764,LOC101927313
16765,LOC101927314
16766,LOC101927318
16767,LOC101927321
16768,LOC101927322
16769,LOC101927325
16770,LOC101927328
16771,LOC101927329
16772,LOC101927330
16773,LOC101927331
16774,LOC101927333
16775,LOC101927334
16776,LOC101927335
16777,LOC101927337
16778,LOC101927339
16779,LOC101927340
16780,LOC101927342
16781,LOC101927344
16782,LOC101927345
16783,LOC101927346
16784,LOC101927348
16785,LOC101927351
16786,LOC101927353
16787,LOC101927354
16788,LOC101927355
16789,LOC101927356
16790,LOC101927357
16791,LOC101927358
16792,LOC101927359
16793,LOC101927362
16794,LOC101927363
16795,LOC101927365
16796,LOC101927366
16797,LOC101927367
16798,LOC101927369
16799,LOC101927372
16800,LOC101927374
16801,LOC101927375
16802,LOC101927376
16803,LOC101927377
16804,LOC101927378
16805,LOC101927379
16806,LOC101927383
16807,LOC101927385
16808,LOC101927387
16809,LOC101927388
16810,LOC101927389
16811,LOC101927390
16812,LOC101927391
16813,LOC101927392
16814,LOC101927393
16815,LOC101927394
16816,LOC101927397
16817,LOC101927400
16818,LOC101927401
16819,LOC101927402
16820,LOC101927403
16821,LOC101927404
16822,LOC101927405
16823,LOC101927406
16824,LOC101927410
16825,LOC101927411
16826,LOC101927412
16827,LOC101927413
16828,LOC101927414
16829,LOC101927415
16830,LOC101927416
16831,LOC101927417
16832,LOC101927418
16833,LOC101927419
16834,LOC101927420
16835,LOC101927421
16836,LOC101927424
16837,LOC101927429
16838,LOC101927430
16839,LOC101927431
16840,LOC101927432
16841,LOC101927434
16842,LOC101927435
16843,LOC101927436
16844,LOC101927437
16845,LOC101927438
16846,LOC101927439
16847,LOC101927440
16848,LOC101927441
16849,LOC101927445
16850,LOC101927446
16851,LOC101927447
16852,LOC101927450
16853,LOC101927451
16854,LOC101927452
16855,LOC101927454
16856,LOC101927459
16857,LOC101927460
16858,LOC101927461
16859,LOC101927464
16860,LOC101927467
16861,LOC101927468
16862,LOC101927469
16863,LOC101927472
16864,LOC101927473
16865,LOC101927474
16866,LOC101927476
16867,LOC101927478
16868,LOC101927479
16869,LOC101927480
16870,LOC101927481
16871,LOC101927482
16872,LOC101927483
16873,LOC101927484
16874,LOC101927486
16875,LOC101927487
16876,LOC101927488
16877,LOC101927490
16878,LOC101927492
16879,LOC101927493
16880,LOC101927494
16881,LOC101927495
16882,LOC101927496
16883,LOC101927497
16884,LOC101927499
16885,LOC101927501
16886,LOC101927502
16887,LOC101927503
16888,LOC101927504
16889,LOC101927505
16890,LOC101927506
16891,LOC101927509
16892,LOC101927510
16893,LOC101927511
16894,LOC101927512
16895,LOC101927513
16896,LOC101927514
16897,LOC101927516
16898,LOC101927518
16899,LOC101927519
16900,LOC101927521
16901,LOC101927522
16902,LOC101927523
16903,LOC101927525
16904,LOC101927526
16905,LOC101927529
16906,LOC101927532
16907,LOC101927533
16908,LOC101927534
16909,LOC101927536
16910,LOC101927538
16911,LOC101927539
16912,LOC101927542
16913,LOC101927543
16914,LOC101927548
16915,LOC101927549
16916,LOC101927550
16917,LOC101927551
16918,LOC101927552
16919,LOC101927553
16920,LOC101927556
16921,LOC101927557
16922,LOC101927558
16923,LOC101927560
16924,LOC101927561
16925,LOC101927562
16926,LOC101927566
16927,LOC101927568
16928,LOC101927571
16929,LOC101927572
16930,LOC101927573
16931,LOC101927575
16932,LOC101927577
16933,LOC101927579
16934,LOC101927580
16935,LOC101927583
16936,LOC101927584
16937,LOC101927585
16938,LOC101927587
16939,LOC101927588
16940,LOC101927592
16941,LOC101927595
16942,LOC101927596
16943,LOC101927598
16944,LOC101927600
16945,LOC101927602
16946,LOC101927603
16947,LOC101927604
16948,LOC101927605
16949,LOC101927606
16950,LOC101927608
16951,LOC101927609
16952,LOC101927610
16953,LOC101927613
16954,LOC101927615
16955,LOC101927616
16956,LOC101927617
16957,LOC101927619
16958,LOC101927620
16959,LOC101927623
16960,LOC101927627
16961,LOC101927628
16962,LOC101927629
16963,LOC101927630
16964,LOC101927632
16965,LOC101927635
16966,LOC101927636
16967,LOC101927637
16968,LOC101927638
16969,LOC101927640
16970,LOC101927641
16971,LOC101927646
16972,LOC101927647
16973,LOC101927650
16974,LOC101927651
16975,LOC101927652
16976,LOC101927653
16977,LOC101927654
16978,LOC101927657
16979,LOC101927660
16980,LOC101927661
16981,LOC101927663
16982,LOC101927664
16983,LOC101927666
16984,LOC101927668
16985,LOC101927670
16986,LOC101927673
16987,LOC101927676
16988,LOC101927680
16989,LOC101927683
16990,LOC101927685
16991,LOC101927686
16992,LOC101927687
16993,LOC101927689
16994,LOC101927690
16995,LOC101927691
16996,LOC101927692
16997,LOC101927693
16998,LOC101927694
16999,LOC101927696
17000,LOC101927697
17001,LOC101927699
17002,LOC101927701
17003,LOC101927702
17004,LOC101927708
17005,LOC101927709
17006,LOC101927711
17007,LOC101927712
17008,LOC101927717
17009,LOC101927721
17010,LOC101927723
17011,LOC101927727
17012,LOC101927729
17013,LOC101927730
17014,LOC101927735
17015,LOC101927736
17016,LOC101927737
17017,LOC101927740
17018,LOC101927741
17019,LOC101927745
17020,LOC101927746
17021,LOC101927748
17022,LOC101927751
17023,LOC101927752
17024,LOC101927755
17025,LOC101927756
17026,LOC101927757
17027,LOC101927759
17028,LOC101927760
17029,LOC101927761
17030,LOC101927762
17031,LOC101927763
17032,LOC101927764
17033,LOC101927765
17034,LOC101927766
17035,LOC101927767
17036,LOC101927768
17037,LOC101927769
17038,LOC101927770
17039,LOC101927779
17040,LOC101927780
17041,LOC101927785
17042,LOC101927786
17043,LOC101927787
17044,LOC101927788
17045,LOC101927789
17046,LOC101927790
17047,LOC101927793
17048,LOC101927795
17049,LOC101927797
17050,LOC101927798
17051,LOC101927801
17052,LOC101927804
17053,LOC101927805
17054,LOC101927806
17055,LOC101927807
17056,LOC101927809
17057,LOC101927811
17058,LOC101927814
17059,LOC101927815
17060,LOC101927817
17061,LOC101927818
17062,LOC101927822
17063,LOC101927823
17064,LOC101927824
17065,LOC101927825
17066,LOC101927827
17067,LOC101927829
17068,LOC101927830
17069,LOC101927834
17070,LOC101927835
17071,LOC101927837
17072,LOC101927839
17073,LOC101927840
17074,LOC101927843
17075,LOC101927844
17076,LOC101927845
17077,LOC101927847
17078,LOC101927849
17079,LOC101927851
17080,LOC101927853
17081,LOC101927854
17082,LOC101927855
17083,LOC101927856
17084,LOC101927857
17085,LOC101927858
17086,LOC101927859
17087,LOC101927863
17088,LOC101927864
17089,LOC101927865
17090,LOC101927866
17091,LOC101927869
17092,LOC101927870
17093,LOC101927871
17094,LOC101927872
17095,LOC101927874
17096,LOC101927876
17097,LOC101927877
17098,LOC101927878
17099,LOC101927879
17100,LOC101927880
17101,LOC101927881
17102,LOC101927882
17103,LOC101927884
17104,LOC101927885
17105,LOC101927886
17106,LOC101927888
17107,LOC101927890
17108,LOC101927892
17109,LOC101927895
17110,LOC101927896
17111,LOC101927897
17112,LOC101927898
17113,LOC101927901
17114,LOC101927902
17115,LOC101927904
17116,LOC101927905
17117,LOC101927906
17118,LOC101927907
17119,LOC101927908
17120,LOC101927910
17121,LOC101927911
17122,LOC101927913
17123,LOC101927914
17124,LOC101927915
17125,LOC101927916
17126,LOC101927919
17127,LOC101927920
17128,LOC101927923
17129,LOC101927924
17130,LOC101927926
17131,LOC101927932
17132,LOC101927934
17133,LOC101927935
17134,LOC101927936
17135,LOC101927942
17136,LOC101927943
17137,LOC101927947
17138,LOC101927948
17139,LOC101927949
17140,LOC101927950
17141,LOC101927952
17142,LOC101927954
17143,LOC101927955
17144,LOC101927958
17145,LOC101927960
17146,LOC101927961
17147,LOC101927963
17148,LOC101927964
17149,LOC101927966
17150,LOC101927967
17151,LOC101927969
17152,LOC101927971
17153,LOC101927972
17154,LOC101927973
17155,LOC101927974
17156,LOC101927975
17157,LOC101927978
17158,LOC101927979
17159,LOC101927982
17160,LOC101927984
17161,LOC101927987
17162,LOC101927989
17163,LOC101927990
17164,LOC101927993
17165,LOC101927995
17166,LOC101927997
17167,LOC101927998
17168,LOC101927999
17169,LOC101928000
17170,LOC101928002
17171,LOC101928004
17172,LOC101928005
17173,LOC101928007
17174,LOC101928008
17175,LOC101928009
17176,LOC101928010
17177,LOC101928012
17178,LOC101928013
17179,LOC101928014
17180,LOC101928015
17181,LOC101928016
17182,LOC101928020
17183,LOC101928021
17184,LOC101928026
17185,LOC101928030
17186,LOC101928031
17187,LOC101928032
17188,LOC101928034
17189,LOC101928035
17190,LOC101928036
17191,LOC101928037
17192,LOC101928039
17193,LOC101928041
17194,LOC101928042
17195,LOC101928043
17196,LOC101928044
17197,LOC101928045
17198,LOC101928046
17199,LOC101928047
17200,LOC101928048
17201,LOC101928049
17202,LOC101928051
17203,LOC101928052
17204,LOC101928053
17205,LOC101928055
17206,LOC101928058
17207,LOC101928059
17208,LOC101928063
17209,LOC101928064
17210,LOC101928067
17211,LOC101928068
17212,LOC101928069
17213,LOC101928070
17214,LOC101928071
17215,LOC101928075
17216,LOC101928076
17217,LOC101928077
17218,LOC101928078
17219,LOC101928080
17220,LOC101928081
17221,LOC101928084
17222,LOC101928087
17223,LOC101928088
17224,LOC101928089
17225,LOC101928092
17226,LOC101928093
17227,LOC101928095
17228,LOC101928096
17229,LOC101928098
17230,LOC101928100
17231,LOC101928101
17232,LOC101928103
17233,LOC101928105
17234,LOC101928106
17235,LOC101928107
17236,LOC101928108
17237,LOC101928109
17238,LOC101928110
17239,LOC101928111
17240,LOC101928112
17241,LOC101928114
17242,LOC101928118
17243,LOC101928119
17244,LOC101928120
17245,LOC101928123
17246,LOC101928125
17247,LOC101928126
17248,LOC101928128
17249,LOC101928131
17250,LOC101928132
17251,LOC101928134
17252,LOC101928135
17253,LOC101928137
17254,LOC101928140
17255,LOC101928143
17256,LOC101928144
17257,LOC101928145
17258,LOC101928146
17259,LOC101928149
17260,LOC101928150
17261,LOC101928152
17262,LOC101928156
17263,LOC101928160
17264,LOC101928161
17265,LOC101928162
17266,LOC101928163
17267,LOC101928166
17268,LOC101928167
17269,LOC101928168
17270,LOC101928169
17271,LOC101928173
17272,LOC101928174
17273,LOC101928175
17274,LOC101928177
17275,LOC101928180
17276,LOC101928182
17277,LOC101928185
17278,LOC101928188
17279,LOC101928189
17280,LOC101928191
17281,LOC101928193
17282,LOC101928195
17283,LOC101928196
17284,LOC101928201
17285,LOC101928202
17286,LOC101928203
17287,LOC101928205
17288,LOC101928207
17289,LOC101928208
17290,LOC101928211
17291,LOC101928212
17292,LOC101928214
17293,LOC101928215
17294,LOC101928216
17295,LOC101928217
17296,LOC101928219
17297,LOC101928222
17298,LOC101928223
17299,LOC101928225
17300,LOC101928226
17301,LOC101928227
17302,LOC101928228
17303,LOC101928230
17304,LOC101928231
17305,LOC101928233
17306,LOC101928234
17307,LOC101928235
17308,LOC101928236
17309,LOC101928237
17310,LOC101928238
17311,LOC101928241
17312,LOC101928242
17313,LOC101928249
17314,LOC101928250
17315,LOC101928251
17316,LOC101928253
17317,LOC101928254
17318,LOC101928255
17319,LOC101928257
17320,LOC101928259
17321,LOC101928263
17322,LOC101928264
17323,LOC101928266
17324,LOC101928268
17325,LOC101928269
17326,LOC101928270
17327,LOC101928271
17328,LOC101928272
17329,LOC101928273
17330,LOC101928274
17331,LOC101928277
17332,LOC101928278
17333,LOC101928279
17334,LOC101928280
17335,LOC101928283
17336,LOC101928284
17337,LOC101928286
17338,LOC101928288
17339,LOC101928295
17340,LOC101928296
17341,LOC101928297
17342,LOC101928298
17343,LOC101928300
17344,LOC101928303
17345,LOC101928304
17346,LOC101928306
17347,LOC101928307
17348,LOC101928309
17349,LOC101928311
17350,LOC101928314
17351,LOC101928316
17352,LOC101928317
17353,LOC101928322
17354,LOC101928323
17355,LOC101928324
17356,LOC101928326
17357,LOC101928327
17358,LOC101928331
17359,LOC101928333
17360,LOC101928334
17361,LOC101928335
17362,LOC101928336
17363,LOC101928338
17364,LOC101928343
17365,LOC101928344
17366,LOC101928346
17367,LOC101928347
17368,LOC101928350
17369,LOC101928351
17370,LOC101928352
17371,LOC101928353
17372,LOC101928354
17373,LOC101928357
17374,LOC101928358
17375,LOC101928359
17376,LOC101928361
17377,LOC101928362
17378,LOC101928364
17379,LOC101928368
17380,LOC101928369
17381,LOC101928370
17382,LOC101928371
17383,LOC101928372
17384,LOC101928373
17385,LOC101928377
17386,LOC101928380
17387,LOC101928381
17388,LOC101928383
17389,LOC101928384
17390,LOC101928385
17391,LOC101928386
17392,LOC101928387
17393,LOC101928389
17394,LOC101928391
17395,LOC101928392
17396,LOC101928394
17397,LOC101928397
17398,LOC101928398
17399,LOC101928399
17400,LOC101928401
17401,LOC101928402
17402,LOC101928403
17403,LOC101928404
17404,LOC101928405
17405,LOC101928406
17406,LOC101928408
17407,LOC101928409
17408,LOC101928414
17409,LOC101928415
17410,LOC101928416
17411,LOC101928417
17412,LOC101928418
17413,LOC101928419
17414,LOC101928421
17415,LOC101928422
17416,LOC101928423
17417,LOC101928424
17418,LOC101928425
17419,LOC101928429
17420,LOC101928433
17421,LOC101928435
17422,LOC101928436
17423,LOC101928437
17424,LOC101928438
17425,LOC101928439
17426,LOC101928441
17427,LOC101928443
17428,LOC101928444
17429,LOC101928445
17430,LOC101928446
17431,LOC101928447
17432,LOC101928448
17433,LOC101928449
17434,LOC101928450
17435,LOC101928451
17436,LOC101928453
17437,LOC101928459
17438,LOC101928460
17439,LOC101928461
17440,LOC101928462
17441,LOC101928463
17442,LOC101928464
17443,LOC101928465
17444,LOC101928466
17445,LOC101928467
17446,LOC101928468
17447,LOC101928471
17448,LOC101928472
17449,LOC101928473
17450,LOC101928474
17451,LOC101928475
17452,LOC101928476
17453,LOC101928477
17454,LOC101928478
17455,LOC101928481
17456,LOC101928487
17457,LOC101928489
17458,LOC101928491
17459,LOC101928495
17460,LOC101928499
17461,LOC101928502
17462,LOC101928504
17463,LOC101928505
17464,LOC101928506
17465,LOC101928508
17466,LOC101928509
17467,LOC101928510
17468,LOC101928512
17469,LOC101928514
17470,LOC101928516
17471,LOC101928517
17472,LOC101928519
17473,LOC101928521
17474,LOC101928522
17475,LOC101928523
17476,LOC101928524
17477,LOC101928525
17478,LOC101928526
17479,LOC101928529
17480,LOC101928530
17481,LOC101928531
17482,LOC101928532
17483,LOC101928535
17484,LOC101928539
17485,LOC101928540
17486,LOC101928543
17487,LOC101928546
17488,LOC101928547
17489,LOC101928548
17490,LOC101928551
17491,LOC101928553
17492,LOC101928554
17493,LOC101928556
17494,LOC101928557
17495,LOC101928560
17496,LOC101928561
17497,LOC101928563
17498,LOC101928565
17499,LOC101928567
17500,LOC101928569
17501,LOC101928570
17502,LOC101928572
17503,LOC101928573
17504,LOC101928574
17505,LOC101928576
17506,LOC101928580
17507,LOC101928582
17508,LOC101928583
17509,LOC101928584
17510,LOC101928587
17511,LOC101928588
17512,LOC101928589
17513,LOC101928590
17514,LOC101928591
17515,LOC101928592
17516,LOC101928595
17517,LOC101928596
17518,LOC101928597
17519,LOC101928599
17520,LOC101928600
17521,LOC101928602
17522,LOC101928605
17523,LOC101928608
17524,LOC101928609
17525,LOC101928610
17526,LOC101928612
17527,LOC101928614
17528,LOC101928617
17529,LOC101928618
17530,LOC101928621
17531,LOC101928622
17532,LOC101928624
17533,LOC101928625
17534,LOC101928626
17535,LOC101928627
17536,LOC101928628
17537,LOC101928631
17538,LOC101928632
17539,LOC101928635
17540,LOC101928636
17541,LOC101928639
17542,LOC101928645
17543,LOC101928650
17544,LOC101928651
17545,LOC101928652
17546,LOC101928658
17547,LOC101928659
17548,LOC101928661
17549,LOC101928663
17550,LOC101928667
17551,LOC101928668
17552,LOC101928673
17553,LOC101928674
17554,LOC101928675
17555,LOC101928677
17556,LOC101928678
17557,LOC101928679
17558,LOC101928682
17559,LOC101928688
17560,LOC101928692
17561,LOC101928693
17562,LOC101928694
17563,LOC101928696
17564,LOC101928697
17565,LOC101928700
17566,LOC101928701
17567,LOC101928702
17568,LOC101928704
17569,LOC101928705
17570,LOC101928707
17571,LOC101928708
17572,LOC101928710
17573,LOC101928711
17574,LOC101928716
17575,LOC101928718
17576,LOC101928719
17577,LOC101928721
17578,LOC101928722
17579,LOC101928724
17580,LOC101928725
17581,LOC101928726
17582,LOC101928727
17583,LOC101928728
17584,LOC101928730
17585,LOC101928731
17586,LOC101928733
17587,LOC101928735
17588,LOC101928737
17589,LOC101928738
17590,LOC101928739
17591,LOC101928741
17592,LOC101928742
17593,LOC101928743
17594,LOC101928745
17595,LOC101928747
17596,LOC101928748
17597,LOC101928751
17598,LOC101928755
17599,LOC101928760
17600,LOC101928762
17601,LOC101928764
17602,LOC101928765
17603,LOC101928766
17604,LOC101928767
17605,LOC101928768
17606,LOC101928769
17607,LOC101928775
17608,LOC101928777
17609,LOC101928778
17610,LOC101928782
17611,LOC101928786
17612,LOC101928788
17613,LOC101928790
17614,LOC101928791
17615,LOC101928792
17616,LOC101928793
17617,LOC101928794
17618,LOC101928796
17619,LOC101928797
17620,LOC101928804
17621,LOC101928807
17622,LOC101928808
17623,LOC101928809
17624,LOC101928810
17625,LOC101928811
17626,LOC101928812
17627,LOC101928813
17628,LOC101928814
17629,LOC101928815
17630,LOC101928816
17631,LOC101928817
17632,LOC101928818
17633,LOC101928819
17634,LOC101928820
17635,LOC101928823
17636,LOC101928824
17637,LOC101928829
17638,LOC101928832
17639,LOC101928833
17640,LOC101928834
17641,LOC101928836
17642,LOC101928837
17643,LOC101928841
17644,LOC101928842
17645,LOC101928844
17646,LOC101928845
17647,LOC101928847
17648,LOC101928848
17649,LOC101928849
17650,LOC101928850
17651,LOC101928851
17652,LOC101928855
17653,LOC101928856
17654,LOC101928858
17655,LOC101928859
17656,LOC101928860
17657,LOC101928861
17658,LOC101928863
17659,LOC101928864
17660,LOC101928865
17661,LOC101928866
17662,LOC101928868
17663,LOC101928870
17664,LOC101928872
17665,LOC101928875
17666,LOC101928876
17667,LOC101928877
17668,LOC101928879
17669,LOC101928880
17670,LOC101928881
17671,LOC101928882
17672,LOC101928885
17673,LOC101928886
17674,LOC101928887
17675,LOC101928890
17676,LOC101928891
17677,LOC101928893
17678,LOC101928894
17679,LOC101928895
17680,LOC101928896
17681,LOC101928902
17682,LOC101928903
17683,LOC101928904
17684,LOC101928906
17685,LOC101928907
17686,LOC101928908
17687,LOC101928909
17688,LOC101928911
17689,LOC101928912
17690,LOC101928915
17691,LOC101928917
17692,LOC101928919
17693,LOC101928923
17694,LOC101928924
17695,LOC101928926
17696,LOC101928927
17697,LOC101928929
17698,LOC101928932
17699,LOC101928933
17700,LOC101928936
17701,LOC101928937
17702,LOC101928940
17703,LOC101928941
17704,LOC101928942
17705,LOC101928943
17706,LOC101928944
17707,LOC101928945
17708,LOC101928946
17709,LOC101928948
17710,LOC101928952
17711,LOC101928955
17712,LOC101928957
17713,LOC101928959
17714,LOC101928960
17715,LOC101928961
17716,LOC101928962
17717,LOC101928963
17718,LOC101928964
17719,LOC101928969
17720,LOC101928972
17721,LOC101928973
17722,LOC101928977
17723,LOC101928978
17724,LOC101928979
17725,LOC101928981
17726,LOC101928982
17727,LOC101928984
17728,LOC101928985
17729,LOC101928988
17730,LOC101928989
17731,LOC101928991
17732,LOC101928992
17733,LOC101928993
17734,LOC101928994
17735,LOC101928995
17736,LOC101928996
17737,LOC101928998
17738,LOC101929000
17739,LOC101929002
17740,LOC101929003
17741,LOC101929004
17742,LOC101929005
17743,LOC101929006
17744,LOC101929007
17745,LOC101929008
17746,LOC101929011
17747,LOC101929013
17748,LOC101929014
17749,LOC101929018
17750,LOC101929019
17751,LOC101929021
17752,LOC101929022
17753,LOC101929023
17754,LOC101929026
17755,LOC101929027
17756,LOC101929028
17757,LOC101929031
17758,LOC101929034
17759,LOC101929036
17760,LOC101929043
17761,LOC101929047
17762,LOC101929048
17763,LOC101929050
17764,LOC101929053
17765,LOC101929054
17766,LOC101929056
17767,LOC101929057
17768,LOC101929058
17769,LOC101929060
17770,LOC101929064
17771,LOC101929066
17772,LOC101929069
17773,LOC101929072
17774,LOC101929073
17775,LOC101929076
17776,LOC101929077
17777,LOC101929079
17778,LOC101929080
17779,LOC101929084
17780,LOC101929085
17781,LOC101929087
17782,LOC101929088
17783,LOC101929089
17784,LOC101929090
17785,LOC101929091
17786,LOC101929095
17787,LOC101929097
17788,LOC101929098
17789,LOC101929099
17790,LOC101929104
17791,LOC101929105
17792,LOC101929106
17793,LOC101929107
17794,LOC101929109
17795,LOC101929112
17796,LOC101929114
17797,LOC101929116
17798,LOC101929117
17799,LOC101929122
17800,LOC101929123
17801,LOC101929124
17802,LOC101929125
17803,LOC101929128
17804,LOC101929129
17805,LOC101929130
17806,LOC101929132
17807,LOC101929133
17808,LOC101929134
17809,LOC101929135
17810,LOC101929138
17811,LOC101929140
17812,LOC101929141
17813,LOC101929142
17814,LOC101929143
17815,LOC101929144
17816,LOC101929147
17817,LOC101929148
17818,LOC101929151
17819,LOC101929153
17820,LOC101929154
17821,LOC101929156
17822,LOC101929159
17823,LOC101929160
17824,LOC101929161
17825,LOC101929162
17826,LOC101929163
17827,LOC101929164
17828,LOC101929165
17829,LOC101929172
17830,LOC101929174
17831,LOC101929178
17832,LOC101929179
17833,LOC101929180
17834,LOC101929181
17835,LOC101929185
17836,LOC101929188
17837,LOC101929190
17838,LOC101929194
17839,LOC101929199
17840,LOC101929200
17841,LOC101929201
17842,LOC101929203
17843,LOC101929204
17844,LOC101929206
17845,LOC101929207
17846,LOC101929208
17847,LOC101929210
17848,LOC101929214
17849,LOC101929216
17850,LOC101929217
17851,LOC101929224
17852,LOC101929226
17853,LOC101929227
17854,LOC101929229
17855,LOC101929230
17856,LOC101929231
17857,LOC101929232
17858,LOC101929234
17859,LOC101929235
17860,LOC101929236
17861,LOC101929237
17862,LOC101929239
17863,LOC101929240
17864,LOC101929241
17865,LOC101929242
17866,LOC101929243
17867,LOC101929248
17868,LOC101929249
17869,LOC101929250
17870,LOC101929251
17871,LOC101929254
17872,LOC101929255
17873,LOC101929256
17874,LOC101929258
17875,LOC101929259
17876,LOC101929260
17877,LOC101929261
17878,LOC101929267
17879,LOC101929268
17880,LOC101929269
17881,LOC101929270
17882,LOC101929272
17883,LOC101929278
17884,LOC101929279
17885,LOC101929280
17886,LOC101929282
17887,LOC101929284
17888,LOC101929285
17889,LOC101929287
17890,LOC101929288
17891,LOC101929289
17892,LOC101929290
17893,LOC101929291
17894,LOC101929293
17895,LOC101929294
17896,LOC101929295
17897,LOC101929297
17898,LOC101929298
17899,LOC101929301
17900,LOC101929304
17901,LOC101929305
17902,LOC101929307
17903,LOC101929308
17904,LOC101929309
17905,LOC101929312
17906,LOC101929314
17907,LOC101929315
17908,LOC101929316
17909,LOC101929319
17910,LOC101929320
17911,LOC101929321
17912,LOC101929322
17913,LOC101929325
17914,LOC101929326
17915,LOC101929331
17916,LOC101929333
17917,LOC101929337
17918,LOC101929340
17919,LOC101929341
17920,LOC101929343
17921,LOC101929347
17922,LOC101929348
17923,LOC101929349
17924,LOC101929350
17925,LOC101929352
17926,LOC101929353
17927,LOC101929355
17928,LOC101929356
17929,LOC101929359
17930,LOC101929360
17931,LOC101929363
17932,LOC101929364
17933,LOC101929367
17934,LOC101929371
17935,LOC101929372
17936,LOC101929373
17937,LOC101929374
17938,LOC101929378
17939,LOC101929380
17940,LOC101929384
17941,LOC101929386
17942,LOC101929388
17943,LOC101929395
17944,LOC101929400
17945,LOC101929401
17946,LOC101929406
17947,LOC101929408
17948,LOC101929411
17949,LOC101929412
17950,LOC101929413
17951,LOC101929415
17952,LOC101929418
17953,LOC101929419
17954,LOC101929420
17955,LOC101929421
17956,LOC101929422
17957,LOC101929425
17958,LOC101929426
17959,LOC101929427
17960,LOC101929431
17961,LOC101929432
17962,LOC101929433
17963,LOC101929435
17964,LOC101929439
17965,LOC101929440
17966,LOC101929441
17967,LOC101929444
17968,LOC101929445
17969,LOC101929446
17970,LOC101929447
17971,LOC101929448
17972,LOC101929450
17973,LOC101929451
17974,LOC101929452
17975,LOC101929453
17976,LOC101929454
17977,LOC101929457
17978,LOC101929459
17979,LOC101929460
17980,LOC101929461
17981,LOC101929463
17982,LOC101929464
17983,LOC101929465
17984,LOC101929468
17985,LOC101929469
17986,LOC101929470
17987,LOC101929473
17988,LOC101929475
17989,LOC101929476
17990,LOC101929479
17991,LOC101929480
17992,LOC101929482
17993,LOC101929483
17994,LOC101929484
17995,LOC101929485
17996,LOC101929486
17997,LOC101929488
17998,LOC101929490
17999,LOC101929492
18000,LOC101929494
18001,LOC101929497
18002,LOC101929498
18003,LOC101929504
18004,LOC101929505
18005,LOC101929506
18006,LOC101929507
18007,LOC101929510
18008,LOC101929511
18009,LOC101929512
18010,LOC101929516
18011,LOC101929517
18012,LOC101929519
18013,LOC101929521
18014,LOC101929523
18015,LOC101929524
18016,LOC101929526
18017,LOC101929527
18018,LOC101929528
18019,LOC101929529
18020,LOC101929530
18021,LOC101929531
18022,LOC101929532
18023,LOC101929534
18024,LOC101929535
18025,LOC101929536
18026,LOC101929538
18027,LOC101929540
18028,LOC101929541
18029,LOC101929542
18030,LOC101929544
18031,LOC101929547
18032,LOC101929549
18033,LOC101929550
18034,LOC101929551
18035,LOC101929552
18036,LOC101929554
18037,LOC101929555
18038,LOC101929556
18039,LOC101929558
18040,LOC101929560
18041,LOC101929563
18042,LOC101929565
18043,LOC101929566
18044,LOC101929567
18045,LOC101929570
18046,LOC101929572
18047,LOC101929573
18048,LOC101929574
18049,LOC101929575
18050,LOC101929576
18051,LOC101929577
18052,LOC101929578
18053,LOC101929579
18054,LOC101929580
18055,LOC101929583
18056,LOC101929584
18057,LOC101929586
18058,LOC101929592
18059,LOC101929594
18060,LOC101929595
18061,LOC101929596
18062,LOC101929598
18063,LOC101929599
18064,LOC101929601
18065,LOC101929605
18066,LOC101929607
18067,LOC101929608
18068,LOC101929609
18069,LOC101929612
18070,LOC101929613
18071,LOC101929614
18072,LOC101929615
18073,LOC101929617
18074,LOC101929621
18075,LOC101929622
18076,LOC101929625
18077,LOC101929626
18078,LOC101929627
18079,LOC101929628
18080,LOC101929631
18081,LOC101929633
18082,LOC101929634
18083,LOC101929638
18084,LOC101929643
18085,LOC101929644
18086,LOC101929645
18087,LOC101929646
18088,LOC101929650
18089,LOC101929653
18090,LOC101929654
18091,LOC101929657
18092,LOC101929660
18093,LOC101929662
18094,LOC101929667
18095,LOC101929670
18096,LOC101929675
18097,LOC101929679
18098,LOC101929680
18099,LOC101929681
18100,LOC101929682
18101,LOC101929691
18102,LOC101929692
18103,LOC101929694
18104,LOC101929696
18105,LOC101929697
18106,LOC101929698
18107,LOC101929700
18108,LOC101929703
18109,LOC101929704
18110,LOC101929705
18111,LOC101929707
18112,LOC101929709
18113,LOC101929710
18114,LOC101929713
18115,LOC101929715
18116,LOC101929717
18117,LOC101929718
18118,LOC101929719
18119,LOC101929721
18120,LOC101929722
18121,LOC101929723
18122,LOC101929726
18123,LOC101929727
18124,LOC101929728
18125,LOC101929732
18126,LOC101929733
18127,LOC101929738
18128,LOC101929741
18129,LOC101929744
18130,LOC101929745
18131,LOC101929747
18132,LOC101929748
18133,LOC101929750
18134,LOC101929752
18135,LOC101929753
18136,LOC101929754
18137,LOC101929756
18138,LOC101929759
18139,LOC101929762
18140,LOC101929763
18141,LOC101929766
18142,LOC101929767
